model,fold,n,log_loss,brier
rf_recency,36,10,0.8263978842003581,0.47493434741555357
rf_recency,37,10,1.0201338806200473,0.6114930638501195
rf_recency,38,10,1.0308520960315273,0.6144749465802136
rf_recency,39,10,1.1451242680200142,0.6905016614644233
rf_recency,40,10,1.006632793415189,0.6008057075332683
rf_recency,41,10,0.8822373844662186,0.5135348309283965
rf_recency,42,10,1.1029152032900433,0.665830153176692
rf_recency,43,10,1.086146345354986,0.667517068919954
rf_recency,44,10,0.918785689796344,0.5400379685755938
rf_recency,45,10,0.9817988351855208,0.5857583393508728
rf_recency,46,10,0.9079744735062001,0.5328681119914047
rf_recency,47,10,0.9440744163299835,0.5528179986937115
rf_recency,48,10,0.920745220139791,0.5399780786817044
rf_recency,49,10,0.9932792398421263,0.5889447649875225
rf_recency,50,10,0.9231781904980068,0.5469377697771656
rf_recency,51,10,1.1605741230068443,0.7119424585764682
rf_recency,52,10,0.9252180348279037,0.5419228622444677
rf_recency,53,10,0.8396935720109194,0.4860655370753137
rf_recency,54,10,0.9471848402124017,0.5622125829716913
rf_recency,55,10,0.9308167103374876,0.5487125054091341
rf_recency,56,10,1.2500964182394962,0.7861331366237098
rf_recency,57,10,1.0664751450935614,0.6453186306005264
rf_recency,58,10,1.149379555442813,0.7243398158641874
rf_recency,59,10,1.348177489075729,0.8474172168568062
rf_recency,60,10,1.255965065769244,0.768206405016292
rf_recency,61,10,0.9376229620998411,0.5496285769898964
rf_recency,62,10,0.9870030843449886,0.5820539975738525
rf_recency,63,10,1.1452274205220743,0.7042187287123713
rf_recency,64,10,1.1120471700866614,0.6865122947878836
rf_recency,65,10,0.9282591359231992,0.5400189609098905
rf_recency,66,10,1.1938819933092202,0.7398866804482438
rf_recency,67,10,1.1769173528578578,0.7329895209217611
rf_recency,68,10,1.0861403520195902,0.6557577257646743
rf_recency,69,10,1.1106224494990344,0.6614082704980186
rf_recency,70,10,0.956581096419043,0.5708929840904322
rf_recency,71,10,0.8720722407109662,0.5082183930478434
rf_recency,72,10,1.1097821874295881,0.6764525167020612
rf_recency,73,10,1.0147685833747577,0.6058855233181563
rf_recency,74,10,0.9462662264083818,0.5633201597234742
rf_recency,75,10,1.2410630109330465,0.7613477476184771
rf_recency,overall,760,1.0246456803119606,0.6145353065239654
rf_calibrated,0,10,1.0352203733937557,0.6230349712049992
rf_calibrated,1,10,0.9054361454657348,0.5237154221766454
rf_calibrated,2,10,1.0951204523849207,0.6727434678426709
rf_calibrated,3,10,1.0193676833878165,0.6046439564798105
rf_calibrated,4,10,1.0468350690786932,0.6223426148983893
rf_calibrated,5,10,0.977720905014818,0.5858349814129364
